primary_label,type,latitude,longitude,scientific_name,common_name,date,time,date_was_corrected,time_was_corrected
amerob,['alarm call'],46.0107,-112.8177,Turdus migratorius,American Robin,2013-06-19,1900-01-01 08:10:00,False,False
amerob,"['""hawk"" alarm']",40.0038,-75.045,Turdus migratorius,American Robin,2006-05-25,1900-01-01 09:00:00,False,False
amerob,['song'],44.4632,-104.3921,Turdus migratorius,American Robin,2013-05-26,1900-01-01 11:00:00,False,False
amerob,['song'],41.313,-105.5787,Turdus migratorius,American Robin,2013-05-07,1900-01-01 15:30:00,False,False
amerob,['song'],35.1084,-80.9483,Turdus migratorius,American Robin,2013-04-22,1900-01-01 09:30:00,False,False
amerob,"['high pitched call', 'alarm call', 'call']",42.2002,-71.759,Turdus migratorius,American Robin,2013-07-01,1900-01-01 20:45:00,False,False
amerob,"['alarm call', 'call']",40.8643,-73.6537,Turdus migratorius,American Robin,2013-07-09,1900-01-01 05:30:00,False,False
amerob,['song'],40.8708,-73.5398,Turdus migratorius,American Robin,2013-06-28,1900-01-01 18:00:00,False,False
amerob,['song'],51.7772,-103.5795,Turdus migratorius,American Robin,2013-06-27,1900-01-01 03:22:00,False,False
amerob,"['male', 'song']",40.774,-73.971,Turdus migratorius,American Robin,2011-05-09,1900-01-01 10:00:00,False,False
amerob,['call'],39.6564,-120.5342,Turdus migratorius,American Robin,2013-06-14,1900-01-01 10:54:00,False,False
amerob,['call'],56.7264,-111.3803,Turdus migratorius,American Robin,2013-06-08,1900-01-01 04:30:00,False,False
amerob,['call'],56.7264,-111.3803,Turdus migratorius,American Robin,2013-06-30,1900-01-01 22:00:00,False,False
amerob,['call'],56.7264,-111.3803,Turdus migratorius,American Robin,2013-06-15,1900-01-01 22:00:00,False,False
amerob,['song'],48.4633,-123.3728,Turdus migratorius,American Robin,2011-06-07,1900-01-01 20:15:00,False,False
amerob,"['begging call', 'call']",48.485,-123.362,Turdus migratorius,American Robin,2011-05-11,1900-01-01 06:00:00,False,False
amerob,"['call', 'song']",41.2042,-73.8861,Turdus migratorius,American Robin,2010-07-10,1900-01-01 16:00:00,False,False
amerob,['call'],41.1362,-73.8527,Turdus migratorius,American Robin,2010-10-10,1900-01-01 18:00:00,False,False
amerob,"['call', 'song']",41.1362,-73.8527,Turdus migratorius,American Robin,2011-04-11,1900-01-01 17:00:00,False,False
amerob,"['alarm call', 'call']",41.1955,-73.8678,Turdus migratorius,American Robin,2011-05-25,1900-01-01 18:30:00,False,False
amerob,"['call', 'song']",41.552,-70.6195,Turdus migratorius,American Robin,2013-12-29,1900-01-01 09:30:00,False,False
amerob,['call'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-03-25,1900-01-01 18:30:00,False,False
amerob,['alarm call'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-03-27,1900-01-01 07:25:00,False,False
amerob,"['alarm call', 'song']",41.1955,-73.8678,Turdus migratorius,American Robin,2011-03-27,1900-01-01 18:40:00,False,False
amerob,['alarm call'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-03-31,1900-01-01 10:00:00,False,False
amerob,['call'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-04-05,1900-01-01 17:30:00,False,False
amerob,['call'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-04-06,1900-01-01 18:30:00,False,False
amerob,"['alarm call', 'call']",41.1955,-73.8678,Turdus migratorius,American Robin,2011-04-06,1900-01-01 18:40:00,False,False
amerob,['song'],41.1987,-73.8832,Turdus migratorius,American Robin,2011-04-25,1900-01-01 19:00:00,False,False
amerob,"['alarm call', 'call']",41.1955,-73.8678,Turdus migratorius,American Robin,2011-05-01,1900-01-01 19:00:00,False,False
amerob,"['dawn chorus', 'song']",41.1955,-73.8678,Turdus migratorius,American Robin,2011-05-03,1900-01-01 06:00:00,False,False
amerob,['song'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-05-04,1900-01-01 06:30:00,False,False
amerob,['song'],41.1955,-73.8678,Turdus migratorius,American Robin,2011-05-06,1900-01-01 11:00:00,False,False
amerob,['song'],41.1987,-73.8832,Turdus migratorius,American Robin,2013-05-27,1900-01-01 08:50:00,False,False
amerob,['whisper song'],48.4899,-123.344,Turdus migratorius,American Robin,2011-03-03,1900-01-01 09:00:00,False,False
amerob,['song'],48.4832,-123.3604,Turdus migratorius,American Robin,2011-03-28,1900-01-01 09:00:00,False,False
amerob,['call'],51.7772,-103.5795,Turdus migratorius,American Robin,2013-07-02,1900-01-01 21:02:00,False,False
amerob,['call'],34.2567,-112.0659,Turdus migratorius,American Robin,2014-01-07,1900-01-01 12:30:00,False,False
amerob,['call'],51.7772,-103.5795,Turdus migratorius,American Robin,2013-06-16,1900-01-01 22:00:00,False,False
amerob,['song'],52.1125,-106.6631,Turdus migratorius,American Robin,2013-05-07,1900-01-01 19:00:00,False,False
amerob,['call'],28.6456,-80.7199,Turdus migratorius,American Robin,2014-01-14,1900-01-01 07:52:00,False,False
amerob,['call'],28.4927,-80.7246,Turdus migratorius,American Robin,2014-01-17,1900-01-01 10:23:00,False,False
amerob,"['call', 'song']",31.874,-109.1825,Turdus migratorius,American Robin,2013-04-23,1900-01-01 09:59:00,False,False
amerob,"['call', 'song']",32.982,-116.574,Turdus migratorius,American Robin,2012-03-15,1900-01-01 10:09:00,False,False
amerob,['call'],32.8706,-116.4247,Turdus migratorius,American Robin,2012-12-03,1900-01-01 06:59:00,False,False
amerob,['call'],32.8706,-116.4247,Turdus migratorius,American Robin,2012-12-03,1900-01-01 09:07:00,False,False
amerob,['call'],40.496,-107.2517,Turdus migratorius,American Robin,2012-04-01,1900-01-01 12:10:00,False,False
amerob,"['call', 'song']",43.1546,-91.2386,Turdus migratorius,American Robin,2011-05-22,1900-01-01 12:00:00,False,False
amerob,['call'],28.4927,-80.7246,Turdus migratorius,American Robin,2014-01-20,1900-01-01 07:59:00,False,False
amerob,['call'],46.0275,-68.931,Turdus migratorius,American Robin,2012-06-04,1900-01-01 09:54:00,False,False
amerob,['call'],44.8501,-67.1944,Turdus migratorius,American Robin,2012-06-05,1900-01-01 06:58:00,False,False
amerob,['call'],44.8501,-67.1944,Turdus migratorius,American Robin,2012-06-07,1900-01-01 08:39:00,False,False
amerob,"['call', 'song']",44.5648,-84.2583,Turdus migratorius,American Robin,2011-05-15,1900-01-01 21:00:00,False,False
amerob,['song'],44.5648,-84.2583,Turdus migratorius,American Robin,2011-05-16,1900-01-01 05:52:00,False,False
amerob,['song'],44.5648,-84.2583,Turdus migratorius,American Robin,2011-05-16,1900-01-01 05:54:00,False,False
amerob,['call'],48.4533,-115.3354,Turdus migratorius,American Robin,2011-06-03,1900-01-01 21:52:00,False,False
amerob,['alarm call'],42.5128,-71.6189,Turdus migratorius,American Robin,2012-05-16,1900-01-01 16:38:00,False,False
amerob,"['call', 'song']",43.2244,-96.58,Turdus migratorius,American Robin,2013-05-20,1900-01-01 17:32:00,False,False
amerob,"['call', 'song']",43.2244,-96.58,Turdus migratorius,American Robin,2013-05-20,1900-01-01 17:32:00,False,False
amerob,['song'],44.5412,-72.8089,Turdus migratorius,American Robin,2012-05-31,1900-01-01 04:22:00,False,False
amerob,['song'],44.5412,-72.8089,Turdus migratorius,American Robin,2012-05-31,1900-01-01 05:17:00,False,False
amerob,['call'],44.5412,-72.8089,Turdus migratorius,American Robin,2012-05-31,1900-01-01 08:36:00,False,False
amerob,"['call', 'song']",43.3421,-72.5063,Turdus migratorius,American Robin,2012-05-13,1900-01-01 09:59:00,False,False
amerob,['call'],43.3969,-89.8118,Turdus migratorius,American Robin,2011-05-17,1900-01-01 17:38:00,False,False
amerob,"['call', 'song']",43.3969,-89.8118,Turdus migratorius,American Robin,2011-05-17,1900-01-01 18:02:00,False,False
amerob,['call'],43.3969,-89.8118,Turdus migratorius,American Robin,2011-05-17,1900-01-01 18:03:00,False,False
amerob,['song'],45.8321,-88.9155,Turdus migratorius,American Robin,2011-05-24,1900-01-01 08:22:00,False,False
amerob,['call'],45.8321,-88.9155,Turdus migratorius,American Robin,2011-05-24,1900-01-01 10:51:00,False,False
amerob,['call'],40.1175,-75.0627,Turdus migratorius,American Robin,2006-05-25,1900-01-01 08:00:00,False,False
amerob,['call'],40.1175,-75.0627,Turdus migratorius,American Robin,2006-05-25,1900-01-01 08:00:00,False,False
amerob,"['calls', 'feeding flock']",42.0778,-83.1995,Turdus migratorius,American Robin,2007-03-06,1900-01-01 00:00:01,False,True
amerob,['song'],42.1059,-83.3164,Turdus migratorius,American Robin,2007-03-23,1900-01-01 00:00:01,False,True
amerob,['song'],42.1059,-83.3164,Turdus migratorius,American Robin,2007-04-24,1900-01-01 00:00:01,False,True
amerob,['song'],43.0501,-82.5928,Turdus migratorius,American Robin,2007-05-20,1900-01-01 00:00:01,False,True
amerob,"['call', 'song']",40.7582,-73.6469,Turdus migratorius,American Robin,1950-01-01,1900-01-01 04:30:00,True,False
amerob,['song'],39.9976,-105.1179,Turdus migratorius,American Robin,2014-03-31,1900-01-01 06:21:00,False,False
amerob,"['call', 'song']",47.6308,-122.3152,Turdus migratorius,American Robin,2014-04-01,1900-01-01 08:18:00,False,False
amerob,['call'],39.6564,-120.5342,Turdus migratorius,American Robin,2012-06-22,1900-01-01 06:30:00,False,False
amerob,['song'],40.0329,-105.2916,Turdus migratorius,American Robin,2013-03-28,1900-01-01 19:48:00,False,False
amerob,['song'],45.4082,-73.933,Turdus migratorius,American Robin,2014-04-06,1900-01-01 19:05:00,False,False
amerob,['song'],45.4082,-73.9331,Turdus migratorius,American Robin,2014-04-07,1900-01-01 18:27:00,False,False
amerob,['song'],39.4025,-107.5255,Turdus migratorius,American Robin,2013-06-18,1900-01-01 19:18:00,False,False
amerob,['song'],39.8239,-105.1538,Turdus migratorius,American Robin,2014-04-06,1900-01-01 06:30:00,False,False
amerob,['call'],44.942,-93.259,Turdus migratorius,American Robin,2014-04-16,1900-01-01 12:49:00,False,False
amerob,"['alarm call', 'call', 'flight call', 'male', 'song']",47.6297,-122.3138,Turdus migratorius,American Robin,2014-04-08,1900-01-01 20:04:00,False,False
amerob,"['male', 'song']",47.6324,-122.3073,Turdus migratorius,American Robin,2014-04-11,1900-01-01 06:48:00,False,False
amerob,"['call', 'whisper song']",44.5429,-92.8027,Turdus migratorius,American Robin,2014-04-18,1900-01-01 07:30:00,False,False
amerob,['call'],35.6078,-83.447,Turdus migratorius,American Robin,2014-04-21,1900-01-01 19:30:00,False,False
amerob,['dawn song'],41.1987,-73.8832,Turdus migratorius,American Robin,2014-05-02,1900-01-01 05:40:00,False,False
amerob,['song'],41.8817,-72.2826,Turdus migratorius,American Robin,2014-05-05,1900-01-01 18:00:00,False,False
amerob,['song'],35.0307,-120.6205,Turdus migratorius,American Robin,2014-05-04,1900-01-01 07:13:00,False,False
amerob,"['call', 'song']",49.0802,-125.7755,Turdus migratorius,American Robin,2014-05-04,1900-01-01 07:30:00,False,False
amerob,['song'],40.6409,-104.3397,Turdus migratorius,American Robin,2014-06-04,1900-01-01 04:30:00,False,False
amerob,['song'],40.6409,-104.3397,Turdus migratorius,American Robin,2014-06-03,1900-01-01 20:48:00,False,False
amerob,['song'],40.6409,-104.3397,Turdus migratorius,American Robin,2014-06-03,1900-01-01 18:35:00,False,False
amerob,['song'],49.0715,-106.5309,Turdus migratorius,American Robin,2014-06-07,1900-01-01 21:23:00,False,False
amerob,['call'],37.5226,-122.3423,Turdus migratorius,American Robin,1995-05-21,1900-01-01 00:00:01,False,True
amerob,['call'],37.5226,-122.3423,Turdus migratorius,American Robin,1995-05-21,1900-01-01 00:00:01,False,True
amerob,['song'],51.2418,-115.84,Turdus migratorius,American Robin,2014-06-09,1900-01-01 21:59:00,False,False
amerob,['song'],51.2418,-115.84,Turdus migratorius,American Robin,2014-06-10,1900-01-01 05:02:00,False,False
amerob,['evening calling'],55.5267,-120.0314,Turdus migratorius,American Robin,2014-06-13,1900-01-01 21:57:00,False,False
amerob,['song'],59.0988,-123.4621,Turdus migratorius,American Robin,2014-06-15,1900-01-01 10:38:00,False,False
amerob,['song'],59.0988,-123.4621,Turdus migratorius,American Robin,2014-06-15,1900-01-01 10:53:00,False,False
amerob,['song'],59.0988,-123.4621,Turdus migratorius,American Robin,2014-06-15,1900-01-01 11:06:00,False,False
amerob,['song'],56.327,-120.9521,Turdus migratorius,American Robin,2014-06-17,1900-01-01 20:09:00,False,False
amerob,['song'],56.327,-120.9521,Turdus migratorius,American Robin,2014-06-17,1900-01-01 20:05:00,False,False
amerob,['alarm call'],40.1175,-75.0627,Turdus migratorius,American Robin,2014-08-10,1900-01-01 13:30:00,False,False
amerob,['call'],41.2879,-73.7851,Turdus migratorius,American Robin,2014-08-09,1900-01-01 13:30:00,False,False
amerob,['song'],55.5335,-123.3023,Turdus migratorius,American Robin,2014-06-21,1900-01-01 04:36:00,False,False
amerob,['song'],55.937,-130.0003,Turdus migratorius,American Robin,2014-06-23,1900-01-01 09:37:00,False,False
amerob,"['flight call', 'male', 'song']",46.9998,-69.9631,Turdus migratorius,American Robin,2014-07-20,1900-01-01 06:49:00,False,False
amerob,['call'],35.5621,-97.6129,Turdus migratorius,American Robin,2014-11-06,1900-01-01 09:00:00,False,False
amerob,['song'],40.8643,-73.6537,Turdus migratorius,American Robin,2013-06-30,1900-01-01 18:30:00,False,False
amerob,['call'],33.9744,-111.8667,Turdus migratorius,American Robin,2014-11-25,1900-01-01 12:27:00,False,False
amerob,['song'],39.0405,-107.9873,Turdus migratorius,American Robin,2014-05-28,1900-01-01 16:05:00,False,False
amerob,['song'],63.7867,-151.6166,Turdus migratorius,American Robin,2013-06-08,1900-01-01 00:13:00,False,False
amerob,['song'],56.7264,-111.3803,Turdus migratorius,American Robin,2014-05-14,1900-01-01 21:00:00,False,False
amerob,"['dawn', 'song']",32.5052,-93.7034,Turdus migratorius,American Robin,2013-04-10,1900-01-01 05:40:00,False,False
amerob,['song'],29.584,-95.6111,Turdus migratorius,American Robin,2015-03-25,1900-01-01 18:08:00,False,False
amerob,"['call', 'song']",29.584,-95.6111,Turdus migratorius,American Robin,2015-03-25,1900-01-01 18:08:00,False,False
amerob,['call'],40.8881,-73.5851,Turdus migratorius,American Robin,2015-03-12,1900-01-01 09:00:00,False,False
amerob,['call'],40.8881,-73.5851,Turdus migratorius,American Robin,2015-03-12,1900-01-01 09:00:00,False,False
amerob,"['call', 'song']",41.1987,-73.8832,Turdus migratorius,American Robin,2015-04-03,1900-01-01 17:30:00,False,False
amerob,"['call', 'song']",41.1987,-73.8832,Turdus migratorius,American Robin,2015-04-03,1900-01-01 17:40:00,False,False
amerob,['call'],41.1987,-73.8832,Turdus migratorius,American Robin,2015-04-03,1900-01-01 17:55:00,False,False
amerob,['call'],41.1987,-73.8832,Turdus migratorius,American Robin,2015-04-03,1900-01-01 18:10:00,False,False
amerob,['song'],41.1987,-73.8832,Turdus migratorius,American Robin,2015-04-04,1900-01-01 09:00:00,False,False
amerob,['song'],44.3211,-78.3264,Turdus migratorius,American Robin,2015-04-12,1900-01-01 07:30:00,False,False
amerob,['alarm call'],19.6619,-100.2926,Turdus migratorius,American Robin,2011-10-30,1900-01-01 18:22:00,False,False
amerob,['call'],44.3211,-78.3264,Turdus migratorius,American Robin,2015-05-26,1900-01-01 09:00:00,False,False
amerob,"['call', 'song']",62.403,-143.665,Turdus migratorius,American Robin,2015-05-07,1900-01-01 05:57:00,False,False
amerob,"['call', 'juvenile']",39.1759,-119.562,Turdus migratorius,American Robin,2015-06-23,1900-01-01 12:30:00,False,False
amerob,['call'],43.719,-103.4808,Turdus migratorius,American Robin,2015-06-23,1900-01-01 21:00:00,False,False
amerob,['call'],43.719,-103.4808,Turdus migratorius,American Robin,2015-06-23,1900-01-01 21:07:00,False,False
amerob,['call'],58.6815,-156.6688,Turdus migratorius,American Robin,2015-07-27,1900-01-01 05:53:00,False,False
amerob,"['alarm call', 'male']",37.7453,-122.4307,Turdus migratorius,American Robin,2015-08-02,1900-01-01 20:00:00,False,False
amerob,['song'],63.9716,-151.603,Turdus migratorius,American Robin,2015-06-22,1900-01-01 22:31:00,False,False
amerob,['song'],63.5422,-150.9973,Turdus migratorius,American Robin,2015-06-05,1900-01-01 17:14:00,False,False
amerob,['song'],63.7087,-149.4965,Turdus migratorius,American Robin,2012-05-06,1900-01-01 08:35:00,False,False
amerob,"['call', 'song']",63.7087,-149.4965,Turdus migratorius,American Robin,2012-05-14,1900-01-01 18:57:00,False,False
amerob,"['call', 'song']",63.7087,-149.4965,Turdus migratorius,American Robin,2012-05-16,1900-01-01 18:43:00,False,False
amerob,['call'],62.3674,-143.3518,Turdus migratorius,American Robin,2015-04-25,1900-01-01 09:18:00,False,False
amerob,['call'],62.3674,-143.3518,Turdus migratorius,American Robin,2015-05-06,1900-01-01 09:26:00,False,False
amerob,"['call', 'song']",62.3674,-143.3518,Turdus migratorius,American Robin,2015-05-06,1900-01-01 21:11:00,False,False
amerob,['song'],40.8708,-73.5398,Turdus migratorius,American Robin,2015-04-08,1900-01-01 19:00:00,False,False
amerob,['call'],40.8708,-73.5398,Turdus migratorius,American Robin,2015-04-08,1900-01-01 19:00:00,False,False
amerob,['call'],40.8708,-73.5398,Turdus migratorius,American Robin,2015-04-08,1900-01-01 19:00:00,False,False
amerob,"['male', 'song']",31.8687,-109.1882,Turdus migratorius,American Robin,2012-05-22,1900-01-01 13:30:00,False,False
amerob,['song'],61.124,-151.1033,Turdus migratorius,American Robin,2015-05-01,1900-01-01 09:00:00,False,False
amerob,['call'],61.124,-151.1033,Turdus migratorius,American Robin,2015-05-01,1900-01-01 09:00:00,False,False
amerob,['flight call'],40.1175,-75.0627,Turdus migratorius,American Robin,2015-10-13,1900-01-01 07:00:00,False,False
amerob,['call'],32.7617,-108.2673,Turdus migratorius,American Robin,2015-10-25,1900-01-01 09:30:00,False,False
amerob,['call'],33.9329,-112.6948,Turdus migratorius,American Robin,2013-03-10,1900-01-01 07:00:00,False,False
amerob,"['call', 'song']",46.9872,-70.5887,Turdus migratorius,American Robin,2015-06-28,1900-01-01 08:35:00,False,False
amerob,['dawn song'],43.4685,-110.791,Turdus migratorius,American Robin,2015-06-02,1900-01-01 04:37:00,False,False
amerob,['call'],56.7264,-111.3803,Turdus migratorius,American Robin,2015-05-06,1900-01-01 21:30:00,False,False
amerob,['call'],56.7264,-111.3803,Turdus migratorius,American Robin,2015-05-07,1900-01-01 22:00:00,False,False
amerob,['call'],19.176,-99.178,Turdus migratorius,American Robin,2015-12-17,1900-01-01 08:30:00,False,False
amerob,"['alarm call', 'call']",19.0899,-99.1823,Turdus migratorius,American Robin,2015-12-28,1900-01-01 17:46:00,False,False
amerob,['call'],48.5473,-53.9782,Turdus migratorius,American Robin,2015-06-11,1900-01-01 16:00:00,False,False
amerob,['call'],40.5686,-105.1283,Turdus migratorius,American Robin,2016-01-10,1900-01-01 10:30:00,False,False
amerob,['song'],38.7937,-89.2955,Turdus migratorius,American Robin,2015-03-01,1900-01-01 08:00:00,False,False
amerob,['song'],48.6611,-123.4114,Turdus migratorius,American Robin,2013-02-08,1900-01-01 16:30:00,False,False
amerob,"['call', 'song']",19.392,-99.241,Turdus migratorius,American Robin,2016-03-13,1900-01-01 06:00:00,False,False
amerob,"['call', 'male', 'music in background']",19.392,-99.241,Turdus migratorius,American Robin,2016-03-13,1900-01-01 07:00:00,False,False
amerob,"['call', 'song']",34.3665,-89.5192,Turdus migratorius,American Robin,2016-03-17,1900-01-01 08:00:00,False,False
amerob,"['call', 'song']",34.3665,-89.5192,Turdus migratorius,American Robin,2016-03-26,1900-01-01 07:30:00,False,False
amerob,['song'],34.3665,-89.5192,Turdus migratorius,American Robin,2016-03-26,1900-01-01 08:00:00,False,False
amerob,['song'],42.7372,-83.2314,Turdus migratorius,American Robin,2016-03-27,1900-01-01 18:50:00,False,False
amerob,"['plastic song', 'song']",34.3665,-89.5192,Turdus migratorius,American Robin,2016-04-01,1900-01-01 07:00:00,False,False
amerob,"['alarm call', 'song']",41.8605,-88.1756,Turdus migratorius,American Robin,2016-04-21,1900-01-01 06:29:00,False,False
amerob,['song'],41.8605,-88.1756,Turdus migratorius,American Robin,2016-04-20,1900-01-01 18:43:00,False,False
amerob,"['alarm call', 'call']",42.0949,-79.1442,Turdus migratorius,American Robin,2016-04-23,1900-01-01 06:00:00,False,False
amerob,"['mimicry', 'song']",34.3665,-89.5192,Turdus migratorius,American Robin,2016-04-27,1900-01-01 08:00:00,False,False
amerob,['call'],17.1739,-96.6045,Turdus migratorius,American Robin,2000-03-17,1900-01-01 07:45:00,False,False
amerob,['song'],42.7372,-83.2314,Turdus migratorius,American Robin,2016-04-17,1900-01-01 07:30:00,False,False
amerob,['call'],42.7372,-83.2314,Turdus migratorius,American Robin,2016-04-17,1900-01-01 07:30:00,False,False
amerob,['song'],38.9244,-77.0443,Turdus migratorius,American Robin,2016-05-31,1900-01-01 20:30:00,False,False
amerob,"['call', 'song']",40.4123,-105.7331,Turdus migratorius,American Robin,2016-05-30,1900-01-01 05:16:00,False,False
amerob,['song'],37.9876,-84.4219,Turdus migratorius,American Robin,2015-03-14,1900-01-01 09:00:00,False,False
amerob,['song'],39.1742,-75.5424,Turdus migratorius,American Robin,2016-06-07,1900-01-01 20:30:00,False,False
amerob,['song'],40.4404,-105.0609,Turdus migratorius,American Robin,2016-04-06,1900-01-01 08:30:00,False,False
amerob,['song'],39.1742,-75.5424,Turdus migratorius,American Robin,2016-06-10,1900-01-01 18:30:00,False,False
amerob,"['begging call', 'juvenile']",40.405,-105.1538,Turdus migratorius,American Robin,2016-06-16,1900-01-01 20:30:00,False,False
amerob,['song'],31.933,-109.264,Turdus migratorius,American Robin,2015-05-20,1900-01-01 06:42:00,False,False
amerob,['song'],32.6531,-109.8576,Turdus migratorius,American Robin,2015-06-04,1900-01-01 04:41:00,False,False
amerob,['song'],32.6531,-109.8576,Turdus migratorius,American Robin,2015-06-04,1900-01-01 04:44:00,False,False
amerob,['dawn song'],32.6531,-109.8576,Turdus migratorius,American Robin,2015-06-04,1900-01-01 04:33:00,False,False
amerob,['vesper song'],32.6531,-109.8576,Turdus migratorius,American Robin,2015-06-03,1900-01-01 19:13:00,False,False
amerob,['call'],39.1742,-75.5424,Turdus migratorius,American Robin,2016-06-19,1900-01-01 11:00:00,False,False
amerob,['song'],37.5873,-105.1864,Turdus migratorius,American Robin,2016-06-11,1900-01-01 15:08:00,False,False
amerob,['juvenile'],42.7372,-83.2314,Turdus migratorius,American Robin,2016-06-12,1900-01-01 20:30:00,False,False
amerob,"['begging call', 'juvenile']",42.7034,-83.1539,Turdus migratorius,American Robin,2016-06-09,1900-01-01 12:30:00,False,False
amerob,['song'],39.1742,-75.5424,Turdus migratorius,American Robin,2016-06-20,1900-01-01 11:00:00,False,False
amerob,['song'],54.0115,-122.5779,Turdus migratorius,American Robin,2016-06-24,1900-01-01 18:48:00,False,False
amerob,['song'],37.5873,-105.1864,Turdus migratorius,American Robin,2016-06-11,1900-01-01 16:05:00,False,False
amerob,['call'],44.3211,-78.3264,Turdus migratorius,American Robin,2016-06-27,1900-01-01 19:00:00,False,False
amerob,['call'],41.0536,-73.5443,Turdus migratorius,American Robin,2016-03-16,1900-01-01 15:00:00,False,False
amerob,"['call', 'song']",35.1084,-80.9483,Turdus migratorius,American Robin,2013-04-25,1900-01-01 10:00:00,False,False
amerob,['call'],42.7281,-83.199,Turdus migratorius,American Robin,2016-07-22,1900-01-01 21:00:00,False,False
amerob,['call'],45.0889,-74.2627,Turdus migratorius,American Robin,2016-06-04,1900-01-01 19:21:00,False,False
amerob,['song'],28.1688,-108.2081,Turdus migratorius,American Robin,2013-08-14,1900-01-01 05:21:00,False,False
amerob,['song'],47.7006,-122.3108,Turdus migratorius,American Robin,2015-05-17,1900-01-01 09:30:00,False,False
amerob,['call'],39.1742,-75.5424,Turdus migratorius,American Robin,2016-07-21,1900-01-01 13:00:00,False,False
amerob,['song'],36.1916,-117.0854,Turdus migratorius,American Robin,1995-05-20,1900-01-01 00:00:01,False,True
amerob,['song'],36.1916,-117.0854,Turdus migratorius,American Robin,1995-05-20,1900-01-01 00:00:01,False,True
amerob,['song'],34.2191,-116.9728,Turdus migratorius,American Robin,1995-06-22,1900-01-01 00:00:01,False,True
amerob,['song'],32.7132,-117.242,Turdus migratorius,American Robin,2000-06-25,1900-01-01 19:45:00,False,False
amerob,['song'],34.186,-116.9004,Turdus migratorius,American Robin,2001-06-04,1900-01-01 05:00:00,False,False
amerob,['song'],34.186,-116.9004,Turdus migratorius,American Robin,2001-06-03,1900-01-01 18:50:00,False,False
amerob,['song'],27.118,-108.723,Turdus migratorius,American Robin,2016-03-22,1900-01-01 06:36:00,False,False
amerob,['call'],40.092,-75.4258,Turdus migratorius,American Robin,2017-01-18,1900-01-01 12:20:00,False,False
